,STUID,SCHID,state,DIST,SCH,STU,FORM,GENDER,AREA,medium,mathscl,mathtry,mathncor,mathpcor,MT012_001,MT012_002,MT012_003,MT012_004,MT012_005,MT012_006,MT012_007,MT012_008,MT012_009,MT012_010,MT012_011,MT012_012,MT012_013,MT012_014,MT012_015,MT012_016,MT012_017,MT012_018,MT012_019,MT012_020,MT012_021,MT012_022,MT012_023,MT012_024,MT012_025,MT012_026,MT012_027,MT012_028,MT012_029,MT012_030,MT012_031,MT012_032,MT012_033,MT012_034,MT012_035,MT012_036,MT012_037,MT012_038,MT012_039,MT012_040,MT012_041,MT012_042,MT012_043,MT012_044,MT012_045,MT012_046,MT012_047,MT012_048,MT012_049,MT012_050,MT012_051,MT012_052,MT012_053,MT012_054,MT012_055,MT012_056,MT012_057,MT012_058,MT012_059,MT012_060,MT012_061,MT012_062,MT012_063,MT012_064,MT012_065,MT012_066,MT012_067,MT012_068,MT012_069,MT012_070,MT012_071,MT012_072,MT012_073,MT012_074,MT012_075,MT012_076,MT012_077,MT012_078,MT012_079,MT012_080,MT012_081,MT012_082,MT012_083,MT012_084,MT012_085,MT012_086,MT012_087,MT012_088,MT012_089,MT012_090,MT012s001,MT012s002,MT012s003,MT012s004,MT012s005,MT012s006,MT012s007,MT012s008,MT012s009,MT012s010,MT012s011,MT012s012,MT012s013,MT012s014,MT012s015,MT012s016,MT012s017,MT012s018,MT012s019,MT012s020,MT012s021,MT012s022,MT012s023,MT012s024,MT012s025,MT012s026,MT012s027,MT012s028,MT012s029,MT012s030,MT012s031,MT012s032,MT012s033,MT012s034,MT012s035,MT012s036,MT012s037,MT012s038,MT012s039,MT012s040,MT012s041,MT012s042,MT012s043,MT012s044,MT012s045,MT012s046,MT012s047,MT012s048,MT012s049,MT012s050,MT012s051,MT012s052,MT012s053,MT012s054,MT012s055,MT012s056,MT012s057,MT012s058,MT012s059,MT012s060,MT012s061,MT012s062,MT012s063,MT012s064,MT012s065,MT012s066,MT012s067,MT012s068,MT012s069,MT012s070,MT012s071,MT012s072,MT012s073,MT012s074,MT012s075,MT012s076,MT012s077,MT012s078,MT012s079,MT012s080,MT012s081,MT012s082,MT012s083,MT012s084,MT012s085,MT012s086,MT012s087,MT012s088,MT012s089,MT012s090,DistW,DistAdj,SchWgt,SchAdj,SchAdjLAN,SchAdjMAT,SchAdjSCI,SchAdjSOC,StuWgt,LANWgt,MATWgt,SCIWgt,SOCWgt,jkrep,jkzone
80377,38071218002,38071218,UK,7,1218,2,MAT- 21,Girl,Rural,Hindi,226.8769244,60,17,28.33,4,2,4,3,4,4,3,4,2,4,4,2,4,3,4,1,2,3,2,1,1,1,2,3,4,1,3,2,2,1,2,4,3,2,4,3,4,1,1,4,1,2,3,3,3,2,3,4,4,3,4,3,1,4,3,3,4,3,4,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.525631489,1,6.481185185,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,4.166666667,14.73534619,14.73534619,14.73534619,14.73534619,1,88
80419,38071223002,38071223,UK,7,1223,2,MAT- 21,Girl,Rural,Hindi,227.8981624,60,14,23.33,4,2,1,4,0,4,2,1,4,1,1,4,4,4,4,3,1,0,2,4,4,0,4,4,4,2,1,4,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,2,3,0,0,1,4,0,4,0,0,0,0,0,0,0,0,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.525631489,1,3.177051561,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,7.2,12.48170501,12.48170501,12.48170501,12.48170501,0,86
80434,38071227005,38071227,UK,7,1227,5,MAT- 21,Boy,Rural,Hindi,226.9202197,60,15,25,3,4,3,4,4,3,2,4,4,3,2,3,1,4,4,4,3,4,3,4,4,3,4,3,3,4,4,2,2,3,2,1,4,3,2,3,2,1,3,2,1,4,4,3,1,1,3,4,1,2,4,3,3,4,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.525631489,1,21.60395062,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,1.303030303,15.36048209,15.36048209,15.36048209,15.36048209,1,7
80450,38072178012,38072178,UK,7,2178,12,MAT- 22,Girl,Urban,Hindi,227.6686977,59,13,22.03,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,2,4,4,1,1,2,1,1,4,3,3,1,2,4,2,1,3,3,2,3,4,2,1,4,3,2,3,2,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,2,1,1,3,1,1,4,4,2,3,2,4,1,3,3,2,2,1,4,2,3,4,4,3,2,2,1,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.525631489,1,3.904328425,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,7.090909091,15.10655426,15.10655426,15.10655426,15.10655426,1,87
80462,38072184005,38072184,UK,7,2184,5,MAT- 21,Girl,Rural,Hindi,228.94379,60,18,30,4,1,2,2,3,3,1,2,4,1,4,3,2,4,4,1,1,3,1,2,1,3,3,4,3,1,3,2,4,2,2,4,3,3,2,3,2,3,1,3,4,4,3,2,3,2,1,4,4,4,3,3,4,2,2,4,3,3,1,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.525631489,1,11.57354497,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,1.615384615,10.20139352,10.20139352,10.20139352,10.20139352,1,91
80476,38072201002,38072201,UK,7,2201,2,MAT- 22,Boy,Urban,Hindi,229.0122926,59,17,28.81,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,3,1,0,1,2,4,4,3,2,1,4,3,4,2,4,2,3,4,2,4,1,4,4,3,4,3,2,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,1,2,5,5,5,1,2,3,2,1,2,1,4,4,2,2,0,4,0,3,1,3,1,3,3,0,4,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0.525631489,1,8.758358358,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,1.777777778,8.496055462,8.496055462,8.496055462,8.496055462,0,97
80483,38072201017,38072201,UK,7,2201,17,MAT- 21,Boy,Urban,Hindi,228.0066891,60,18,30,4,1,4,3,2,3,2,2,3,3,4,2,3,3,4,2,2,3,3,2,1,2,4,4,3,2,3,1,1,1,2,4,3,4,2,2,4,3,2,4,1,4,2,2,1,1,1,3,3,2,4,3,2,1,3,4,4,3,4,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.525631489,1,8.758358358,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,1.777777778,8.496055462,8.496055462,8.496055462,8.496055462,0,97
80503,38081228010,38081228,UK,8,1228,10,MAT- 22,Girl,Urban,Hindi,229.0739643,59,14,23.73,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,3,4,1,3,2,3,4,3,1,2,2,3,3,2,3,2,4,3,1,3,1,3,1,4,3,2,4,3,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,2,1,4,3,1,4,2,3,2,4,2,1,3,3,3,1,4,2,3,2,4,2,3,2,3,4,1,4,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0.71183598,1,1.679063519,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,4.3,5.33520729,5.33520729,5.33520729,5.33520729,0,27
80507,38081228018,38081228,UK,8,1228,18,MAT- 22,Girl,Urban,Hindi,226.9516327,59,15,25.42,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,4,4,1,2,4,4,1,4,1,4,2,3,2,2,3,4,4,1,3,4,1,2,4,3,2,4,3,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,1,3,4,2,1,2,1,3,3,2,3,1,3,1,3,1,4,2,3,1,3,1,4,1,1,4,1,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.71183598,1,1.679063519,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,4.3,5.33520729,5.33520729,5.33520729,5.33520729,0,27
80531,38081229026,38081229,UK,8,1229,26,MAT- 22,Girl,Rural,Hindi,227.8775731,59,17,28.81,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,4,2,2,3,2,3,4,3,1,4,3,1,2,4,3,4,3,5,1,3,4,1,1,4,2,2,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,3,1,2,1,2,1,4,2,2,2,2,2,3,1,4,2,2,3,4,3,2,4,3,1,3,4,2,4,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0.71183598,1,1.761191626,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,3.333333333,4.338115129,4.338115129,4.338115129,4.338115129,1,23
80533,38081229030,38081229,UK,8,1229,30,MAT- 22,Boy,Rural,Hindi,227.5652222,59,15,25.42,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,3,1,2,2,4,1,4,1,4,1,1,4,3,1,2,3,2,4,1,1,2,4,4,1,2,2,2,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,4,4,1,3,4,4,1,1,2,1,1,2,3,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71183598,1,1.761191626,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,3.333333333,4.338115129,4.338115129,4.338115129,4.338115129,1,23
80551,38081230034,38081230,UK,8,1230,34,MAT- 22,Boy,Rural,Hindi,227.4487099,59,14,23.73,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,4,3,1,3,2,4,1,4,3,1,2,4,1,2,4,3,2,1,2,4,2,4,1,4,2,0,2,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,1,3,4,1,4,4,3,1,4,1,4,4,4,1,1,3,2,4,1,1,3,1,4,2,2,1,4,2,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.71183598,1,1.790382648,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,3.35,4.432067677,4.432067677,4.432067677,4.432067677,1,27
80573,38081231038,38081231,UK,8,1231,38,MAT- 22,Boy,Rural,Hindi,227.4212896,59,16,27.12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,2,4,3,3,1,4,3,3,3,0,4,2,2,2,4,2,3,4,4,4,2,4,2,4,4,3,4,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,1,4,4,2,1,3,2,3,1,1,2,1,2,2,3,3,2,3,4,2,1,1,2,2,1,3,3,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.71183598,1,2.454994388,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,3.225,5.850539812,5.850539812,5.850539812,5.850539812,1,28
80579,38081232010,38081232,UK,8,1232,10,MAT- 22,Girl,Rural,Hindi,229.8765614,59,14,23.73,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,2,4,1,1,4,2,1,0,3,0,3,1,3,1,3,2,3,3,4,3,1,2,4,2,2,2,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,3,0,5,3,2,1,1,4,2,0,2,2,3,2,1,1,2,0,2,2,3,2,3,2,3,2,2,4,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0.71183598,1,2.919452786,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,3.05,6.579865433,6.579865433,6.579865433,6.579865433,0,28
80589,38081232031,38081232,UK,8,1232,31,MAT- 22,Boy,Rural,Hindi,226.8523905,59,16,27.12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,4,0,2,2,3,2,0,3,2,3,4,3,4,2,3,3,4,1,1,1,2,2,4,4,2,2,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,1,1,3,4,2,1,4,4,3,2,4,2,1,3,4,3,1,3,3,2,3,0,3,4,3,3,2,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0.71183598,1,2.919452786,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,3.05,6.579865433,6.579865433,6.579865433,6.579865433,0,28
80591,38081232034,38081232,UK,8,1232,34,MAT- 22,Boy,Rural,Hindi,226.6495765,59,16,27.12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,2,3,1,1,2,2,3,1,1,2,3,1,4,2,2,4,2,4,1,1,1,2,3,1,1,1,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,3,4,2,2,3,4,1,4,4,2,0,3,3,2,1,2,3,1,4,4,2,3,1,4,1,2,3,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0.71183598,1,2.919452786,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,3.05,6.579865433,6.579865433,6.579865433,6.579865433,0,28
80637,38081236054,38081236,UK,8,1236,54,MAT- 21,Boy,Urban,Hindi,226.3743632,60,15,25,4,2,2,1,4,3,3,3,1,2,4,3,0,1,4,0,2,3,0,0,0,4,4,3,3,2,4,2,1,2,1,2,2,2,4,1,3,3,3,4,1,1,4,5,1,2,1,4,4,2,3,1,1,4,4,1,3,2,2,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.71183598,1,5.143797766,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,3.705882353,14.08611501,14.08611501,14.08611501,14.08611501,0,16
80666,38081238033,38081238,UK,8,1238,33,MAT- 21,Girl,Rural,Hindi,228.1927142,60,15,25,3,2,4,0,0,4,2,4,1,0,3,1,0,1,4,3,2,4,1,3,0,3,2,4,2,0,0,1,4,0,0,0,3,4,1,2,3,1,3,4,2,0,0,4,2,2,4,3,1,1,2,0,0,4,2,1,4,2,4,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.71183598,1,7.364983165,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,1.388888889,7.558836967,7.558836967,7.558836967,7.558836967,0,25
80683,38081240006,38081240,UK,8,1240,6,MAT- 22,Boy,Rural,Hindi,226.8659082,59,16,27.12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,1,2,2,4,4,2,1,1,3,4,3,4,4,2,4,1,4,4,1,4,1,4,3,3,2,1,3,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,1,3,4,3,1,0,3,4,1,4,2,3,1,1,4,4,3,3,4,2,1,3,2,2,3,2,1,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0.71183598,1,27.00493827,1.018867925,1.02,1.02,1.02,1.02,1,19.97750218,19.97750218,19.97750218,19.97750218,1,16
80687,38081243005,38081243,UK,8,1243,5,MAT- 21,Girl,Rural,Hindi,226.8319936,60,16,26.67,4,1,2,1,4,1,2,2,2,2,3,3,4,3,4,1,2,1,2,4,2,2,2,2,2,3,1,3,4,1,2,1,4,3,1,2,1,1,0,5,4,4,1,1,4,1,4,4,4,4,2,2,4,5,1,1,1,1,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.71183598,1,2.656223437,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,2.05,4.023779573,4.023779573,4.023779573,4.023779573,1,29
80759,38081246034,38081246,UK,8,1246,34,MAT- 22,Boy,Rural,Hindi,226.1556742,59,16,27.12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,3,4,1,3,2,4,2,3,4,2,1,2,4,1,3,2,4,4,3,2,4,1,2,1,2,4,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,2,1,2,4,1,2,3,3,4,1,2,4,1,3,3,4,1,3,4,1,3,1,4,1,1,3,4,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0.71183598,1,6.894877857,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,1.225,6.241347766,6.241347766,6.241347766,6.241347766,1,30
80764,38081247005,38081247,UK,8,1247,5,MAT- 21,Boy,Rural,Hindi,228.6011805,60,17,28.33,0,4,3,4,2,2,2,1,3,3,3,2,3,1,4,2,2,3,2,4,2,3,4,4,2,1,2,3,4,1,2,4,2,1,3,1,3,3,4,3,4,3,1,2,3,2,3,1,2,4,2,1,3,1,4,3,2,1,4,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.71183598,1,7.536261843,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,2.684210526,14.94817835,14.94817835,14.94817835,14.94817835,1,18
80769,38081247014,38081247,UK,8,1247,14,MAT- 22,Girl,Rural,Hindi,227.6840916,59,17,28.81,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,2,1,2,2,4,4,1,3,4,3,1,1,2,2,4,2,3,1,1,1,1,4,4,4,4,1,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,4,1,4,4,2,1,3,4,1,1,4,2,1,3,4,2,2,4,3,2,3,2,1,2,2,2,3,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.71183598,1,7.536261843,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,2.684210526,14.94817835,14.94817835,14.94817835,14.94817835,1,18
80770,38081247017,38081247,UK,8,1247,17,MAT- 21,Girl,Rural,Hindi,228.65554,60,16,26.67,2,2,4,3,1,4,2,3,4,1,2,2,3,1,2,1,2,3,1,2,2,3,4,2,3,1,2,4,3,2,2,3,1,2,3,1,2,4,3,4,1,2,4,2,3,2,3,1,3,2,2,4,1,3,2,1,2,3,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.71183598,1,7.536261843,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,2.684210526,14.94817835,14.94817835,14.94817835,14.94817835,1,18
80776,38081248009,38081248,UK,8,1248,9,MAT- 21,Boy,Rural,Hindi,228.5114632,60,16,26.67,4,4,1,3,3,2,1,4,2,3,3,4,3,3,3,4,2,3,1,2,1,2,2,4,1,3,2,4,3,4,2,2,1,4,2,2,4,3,3,3,4,2,3,2,1,2,2,3,1,2,2,0,1,4,1,3,2,3,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.71183598,1,18.00329218,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,2.916666667,38.80202976,38.80202976,38.80202976,38.80202976,1,15
